time_sec,throttle,altitude,rpm,cht,egt,egt_1,egt_2,egt_3,egt_4,oil_pressure,oil_temp,fuel_flow,battery_voltage,vibration_index,engine_load
22696.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22697.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22698.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22699.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22700.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22701.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22702.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22703.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22704.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22705.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22706.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22707.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22708.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22709.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22710.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22711.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22712.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22713.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22714.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22715.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22716.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22717.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22718.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22719.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22720.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22721.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22722.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22723.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22724.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22725.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22726.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22727.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22728.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22729.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22730.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22731.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22732.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22733.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22734.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22735.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22736.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22737.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22738.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22739.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22740.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22741.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22742.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22743.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22744.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22745.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22746.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22747.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22748.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22749.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22750.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22751.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22752.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22753.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22754.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22755.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22756.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22757.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22758.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22759.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22760.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22761.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22762.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22763.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22764.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22765.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22766.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22767.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22768.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22769.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22770.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22771.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22772.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22773.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22774.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22775.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22776.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22777.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22778.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22779.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22780.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22781.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22782.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22783.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22784.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22785.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22786.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22787.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22788.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22789.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22790.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22791.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22792.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22793.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22794.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22795.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22796.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22797.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22798.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22799.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22800.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22801.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22802.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22803.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22804.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22805.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22806.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22807.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22808.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22809.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22810.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22811.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22812.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22813.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22814.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22815.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22816.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22817.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22818.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22819.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22820.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22821.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22822.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22823.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22824.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22825.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22826.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22827.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22828.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22829.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22830.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22831.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22832.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22833.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22834.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22835.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22836.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22837.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22838.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22839.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22840.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22841.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22842.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22843.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22844.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22845.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22846.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22847.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22848.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22849.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22850.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22851.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22852.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22853.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22854.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22855.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22856.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22857.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22858.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22859.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22860.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22861.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22862.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22863.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22864.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22865.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22866.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22867.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22868.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22869.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22870.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22871.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22872.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22873.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22874.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22875.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22876.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22877.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22878.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22879.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22880.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22881.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22882.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22883.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22884.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22885.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22886.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22887.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22888.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22889.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22890.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22891.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22892.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22893.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22894.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22895.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22896.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22897.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22898.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22899.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22900.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22901.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
22902.0,0.65,18000,3800.0,171.5,669.0,669.0,669.0,669.0,669.0,69.5,98.4,22.2,13.65,0.0407,0.4491
